,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat,full_addr
25871,ALBERT A. WEBB ASSOCIATES,3788 McCray Street,RIVERSIDE,CA,92506.0,238990.0,Corporation,123.0,b,"3788 McCray Street, RIVERSIDE, CA"
25872,"ALCAL INDUSTRIES, INC.",3875 Bay Center Place,HAYWARD,CA,94545.0,423610.0,Corporation,253.0,b,"3875 Bay Center Place, HAYWARD, CA"
25873,ALCO HARVESTING LLC,1850 W Stowell Rd,SANTA MARIA,CA,93458.0,111998.0,Limited  Liability Company(LLC),481.0,b,"1850 W Stowell Rd, SANTA MARIA, CA"
25874,ALCO IRON &AMP; METAL CO,2140 Davis St,SAN LEANDRO,CA,94577.0,423930.0,Corporation,194.0,b,"2140 Davis St, SAN LEANDRO, CA"
25875,"ALEXANDER ANDREW, INC",1306 S ALAMEDA ST,COMPTON,CA,90221.0,316998.0,Corporation,160.0,b,"1306 S ALAMEDA ST, COMPTON, CA"
25876,"ALEXANDER'S STEAKHOUSE, INC.",19379 STEVENS CREEK BLVD,CUPERTINO,CA,95014.0,722511.0,Corporation,400.0,b,"19379 STEVENS CREEK BLVD, CUPERTINO, CA"
25877,ALGOS INC A MEDICAL CORPORATION,224 N Fair Oaks Ave,PASADENA,CA,91103.0,621340.0,Corporation,183.0,b,"224 N Fair Oaks Ave, PASADENA, CA"
25878,ALHAMBRA MOTORS INC,1400 W MAIN ST,ALHAMBRA,CA,91801.0,441110.0,Subchapter S Corporation,262.0,b,"1400 W MAIN ST, ALHAMBRA, CA"
25879,ALISAL PROPERTIES INC.,1054 Alisal Rd.,SOLVANG,CA,93463.0,721214.0,Subchapter S Corporation,340.0,b,"1054 Alisal Rd., SOLVANG, CA"
25880,"ALISTO ENGINEERING GROUP, INC.",2737 MAIN ST N,WALNUT CREEK,CA,94597.0,541620.0,Corporation,134.0,b,"2737 MAIN ST N, WALNUT CREEK, CA"
25881,"ALL ABOUT PARKING, INC.",100 S ELLSWORTH AVE Ste 203,SAN MATEO,CA,94401.0,812990.0,Corporation,385.0,b,"100 S ELLSWORTH AVE Ste 203, SAN MATEO, CA"
25882,"ALL ACCESS STAGING & PRODUCTIONS, INC.",1320 Storm Parkway,TORRANCE,CA,90501.0,541490.0,Subchapter S Corporation,143.0,b,"1320 Storm Parkway, TORRANCE, CA"
25883,"ALL AMERICAN RACERS, INC.",2334 S. BROADWAY,SANTA ANA,CA,92707.0,336999.0,Corporation,166.0,b,"2334 S. BROADWAY, SANTA ANA, CA"
25884,ALL MOTORISTS INSURANCE AGENCY,5230 Virgenes Road Ste 100,CALABASAS,CA,91302.0,524210.0,Subchapter S Corporation,213.0,b,"5230 Virgenes Road Ste 100, CALABASAS, CA"
25885,"ALL-TEX, INC.",14093 BALBOA BLVD,SYLMAR,CA,91342.0,424910.0,Corporation,149.0,b,"14093 BALBOA BLVD, SYLMAR, CA"
25886,ALLANA BUICK & BERS INC,990 COMMERCIAL ST,PALO ALTO,CA,94303.0,236220.0,Corporation,160.0,b,"990 COMMERCIAL ST, PALO ALTO, CA"
25887,"ALLIANCE FUNDING GROUP, INC.",17542 17TH ST STE 200,TUSTIN,CA,92780.0,532490.0,Subchapter S Corporation,99.0,b,"17542 17TH ST STE 200, TUSTIN, CA"
25888,"ALLIANT ASSET MANAGEMENT COMPANY, LLC",21600 Oxnard Street,WOODLAND HILLS,CA,91367.0,531390.0,Limited  Liability Company(LLC),112.0,b,"21600 Oxnard Street, WOODLAND HILLS, CA"
25889,ALLIED DIGITAL SERVICES LLC,680 Knox St Suite 200,TORRANCE,CA,90502.0,541511.0,Limited  Liability Company(LLC),295.0,b,"680 Knox St Suite 200, TORRANCE, CA"
25890,ALLIED FIRE PROTECTION,555 HIGH ST,OAKLAND,CA,94601.0,238210.0,Corporation,140.0,b,"555 HIGH ST, OAKLAND, CA"
25891,ALLIED FRAMERS INC,4990 Allison Parkway,VACAVILLE,CA,95688.0,238130.0,Corporation,132.0,b,"4990 Allison Parkway, VACAVILLE, CA"
25892,"ALLIED HEATING & AIR CONDITIONING CO., INC.",12 DE LUCA PL,SAN RAFAEL,CA,94901.0,238220.0,Corporation,115.0,b,"12 DE LUCA PL, SAN RAFAEL, CA"
25893,ALLIED REFRIGERATION INC.,2300 E. 28TH ST,SIGNAL HILL,CA,90755.0,423730.0,Corporation,129.0,b,"2300 E. 28TH ST, SIGNAL HILL, CA"
25894,ALLIED WEST PAPER CORP.,11101 ETIWANDA AVE,FONTANA,CA,92337.0,322291.0,Corporation,181.0,b,"11101 ETIWANDA AVE, FONTANA, CA"
25895,"ALLMODULAR SYSTEMS, INC.",21005 CABOT BLVD,HAYWARD,CA,94545.0,238390.0,Subchapter S Corporation,230.0,b,"21005 CABOT BLVD, HAYWARD, CA"
25896,ALMA FAMILY SERVICES,900 CORPORATE CENTER DR #350,MONTEREY PARK,CA,91754.0,621420.0,Non-Profit Organization,228.0,b,"900 CORPORATE CENTER DR #350, MONTEREY PARK, CA"
25897,ALOM TECHNOLOGIES CORPORATION,48105 Warm Springs Blvd. 0.0,FREMONT,CA,94539.0,334614.0,Subchapter S Corporation,130.0,b,"48105 Warm Springs Blvd. 0.0, FREMONT, CA"
25898,ALPHA NET CONSULTING LLC,3080 OLCOTT ST STE C235,SANTA CLARA,CA,95054.0,541511.0,Limited  Liability Company(LLC),117.0,b,"3080 OLCOTT ST STE C235, SANTA CLARA, CA"
25900,ALPHA STAFFING LLC,1550 LEIGH AVE,SAN JOSE,CA,95125.0,561311.0,Limited  Liability Company(LLC),500.0,b,"1550 LEIGH AVE, SAN JOSE, CA"
25901,ALPHATEC SPINE INC,5818 El Camino Real,CARLSBAD,CA,92008.0,423450.0,Corporation,0.0,b,"5818 El Camino Real, CARLSBAD, CA"
25902,ALSICO HI-TEC,21600 LASSEN ST,CHATSWORTH,CA,91311.0,314910.0,Corporation,260.0,b,"21600 LASSEN ST, CHATSWORTH, CA"
25903,ALTA VISTA FARMS LP,136 MARSH LN,WATSONVILLE,CA,95076.0,111334.0,Limited Liability Partnership,481.0,b,"136 MARSH LN, WATSONVILLE, CA"
25904,ALTSCHOOL PBC,49 Stevenson Street Suite 1000,SAN FRANCISCO,CA,94105.0,611710.0,Corporation,44.0,b,"49 Stevenson Street Suite 1000, SAN FRANCISCO, CA"
25905,ALTURA CENTERS FOR HEALTH,1201 N Cherry Street,TULARE,CA,93274.0,621111.0,Non-Profit Organization,237.0,b,"1201 N Cherry Street, TULARE, CA"
25907,"AMARILLO COLLEGE OF HAIRDRESSING, INC",2345 W BEECH AVE # 4139,VISALIA,CA,93277.0,611511.0,Subchapter S Corporation,465.0,b,"2345 W BEECH AVE # 4139, VISALIA, CA"
25908,AMEN CLINICS INC A MEDICAL CORPORATION,3150 BRISTOL ST STE 400,COSTA MESA,CA,92626.0,621112.0,Corporation,218.0,b,"3150 BRISTOL ST STE 400, COSTA MESA, CA"
25909,AMERICAN ASPHALT REPAIR AND RE,24200 CLAWITER RD,HAYWARD,CA,94545.0,238990.0,Corporation,141.0,b,"24200 CLAWITER RD, HAYWARD, CA"
25910,AMERICAN ASSOCIATION OF CRITICAL CARE NURSES,27071 ALISO CREEK RD,ALISO VIEJO,CA,92656.0,813920.0,Non-Profit Organization,181.0,b,"27071 ALISO CREEK RD, ALISO VIEJO, CA"
25911,AMERICAN CONSERVATORY THEATRE FOUNDATION,30 GRANT AVE 7TH FL,SAN FRANCISCO,CA,94108.0,711110.0,Non-Profit Organization,0.0,b,"30 GRANT AVE 7TH FL, SAN FRANCISCO, CA"
25912,AMERICAN COUNCIL ON EXERCISE,4851 Paramount Drive,SAN DIEGO,CA,92123.0,611620.0,Non-Profit Organization,83.0,b,"4851 Paramount Drive, SAN DIEGO, CA"
25913,"AMERICAN DAWN, INC.",401 ARTESIA BLVD,COMPTON,CA,90220.0,424310.0,Corporation,124.0,b,"401 ARTESIA BLVD, COMPTON, CA"
25915,"AMERICAN MODULAR SYSTEMS, INC.",787 Spreckels Ave,MANTECA,CA,95336.0,321992.0,Subchapter S Corporation,239.0,b,"787 Spreckels Ave, MANTECA, CA"
25916,AMERICAN POLYMERS CORP.,14722 Spring Avenue 0.0,SANTA FE SPRINGS,CA,90670.0,325211.0,Subchapter S Corporation,182.0,b,"14722 Spring Avenue 0.0, SANTA FE SPRINGS, CA"
25917,AMERICAN RECOVERY SERVICE INCORPORATED,"555 St. Charles Drive, Suite 100",THOUSAND OAKS,CA,91360.0,561440.0,Corporation,230.0,b,"555 St. Charles Drive, THOUSAND OAKS, CA"
25918,AMERICAN SECURITY PRODUCTS COMPANY,11925 PACIFIC AVE,FONTANA,CA,92337.0,332999.0,Subchapter S Corporation,192.0,b,"11925 PACIFIC AVE, FONTANA, CA"
25919,"AMERICAN VISION WINDOWS, INC.",2125 N. MADERA RD,SIMI VALLEY,CA,93065.0,236118.0,Corporation,229.0,b,"2125 N. MADERA RD, SIMI VALLEY, CA"
25920,AMERICAN WEST WORLDWIDE EXPRESS INC,51 Zaca Lane Suite 120,SAN LUIS OBISPO,CA,93401.0,484110.0,Corporation,290.0,b,"51 Zaca Lane Suite 120, SAN LUIS OBISPO, CA"
25921,"AMERICOR FUNDING, INC.",18200 Von Karman Ave. 6th Floor,IRVINE,CA,92612.0,237120.0,Corporation,407.0,b,"18200 Von Karman Ave. 6th Floor, IRVINE, CA"
25924,AMRO FABRICATING CORPORATION,1430 ADELIA AVE,SOUTH EL MONTE,CA,91733.0,332710.0,Corporation,192.0,b,"1430 ADELIA AVE, SOUTH EL MONTE, CA"
25925,"AMS FULFILLMENT, LLC",29010 Commerce Center Dr,VALENCIA,CA,91355.0,493190.0,Limited  Liability Company(LLC),446.0,b,"29010 Commerce Center Dr, VALENCIA, CA"
25926,"AMS RESTAURANTS, LLC",4749 BENNETT DR,LIVERMORE,CA,94551.0,722513.0,Limited  Liability Company(LLC),0.0,b,"4749 BENNETT DR, LIVERMORE, CA"
25927,"AMS.NET, INC.",502 Commerce Way,LIVERMORE,CA,94551.0,237130.0,Corporation,120.0,b,"502 Commerce Way, LIVERMORE, CA"
25928,"AMTEC HUMAN CAPITAL, INC.",5877 Pine Ave. Suite 100,CHINO HILLS,CA,91709.0,561311.0,Corporation,166.0,b,"5877 Pine Ave. Suite 100, CHINO HILLS, CA"
25929,AMWEST FUNDING CORP,6 POINTE DR Suite 300,BREA,CA,92821.0,522292.0,Corporation,216.0,b,"6 POINTE DR Suite 300, BREA, CA"
25931,"ANCHOR GENERAL INSURANCE AGENCY, INC.",10256 Meanley Drive,SAN DIEGO,CA,92131.0,524126.0,Subchapter S Corporation,191.0,b,"10256 Meanley Drive, SAN DIEGO, CA"
25932,"ANCHOR LOANS, LP",5230 LAS VIRGENES RD,CALABASAS,CA,91302.0,522292.0,Limited Liability Partnership,155.0,b,"5230 LAS VIRGENES RD, CALABASAS, CA"
25933,"ANDERSON & HOWARD ELECTRIC, INC.",1791 REYNOLDS AVE,IRVINE,CA,92614.0,238210.0,Corporation,163.0,b,"1791 REYNOLDS AVE, IRVINE, CA"
25934,ANDERSON ENTERPRISES,285 S Van Ness Ave,SAN FRANCISCO,CA,94103.0,423110.0,Corporation,150.0,b,"285 S Van Ness Ave, SAN FRANCISCO, CA"
25935,"ANDERSON PACIFIC ENGINEERING CONSTRUCTION, INC.",1390 Norman Avenue,SANTA CLARA,CA,95054.0,237990.0,Corporation,114.0,b,"1390 Norman Avenue, SANTA CLARA, CA"
25936,ANDONIAN ENTERPRISES INC,1139 PATT ST N,ANAHEIM,CA,92801.0,441320.0,Corporation,184.0,b,"1139 PATT ST N, ANAHEIM, CA"
25937,ANDRE LANDSCAPE SERVICE INC,521 North Virginia Avenue,AZUSA,CA,91702.0,238990.0,Subchapter S Corporation,11.0,b,"521 North Virginia Avenue, AZUSA, CA"
25938,"ANDRE-BOUDIN BAKERIES, INC.","50 Francisco St., Suite 200",SAN FRANCISCO,CA,94133.0,311811.0,Corporation,6.0,b,"50 Francisco St., SAN FRANCISCO, CA"
25940,ANDRIGHETTO PRODUCE INCORPORATED,131 Terminal Ct Ste 24,SOUTH SAN FRANCISCO,CA,94080.0,424480.0,Corporation,147.0,b,"131 Terminal Ct Ste 24, SOUTH SAN FRANCISCO, CA"
25941,ANDRO'S ROSTILJ LLC,P.O. Box 95 0.0,LOS GATOS,CA,95031.0,722320.0,Limited  Liability Company(LLC),260.0,b,"P.O. Box 95 0.0, LOS GATOS, CA"
25942,"ANDY GUMP, INC.",26954 RUETHER AVE,CANYON COUNTRY,CA,91351.0,562991.0,Corporation,196.0,b,"26954 RUETHER AVE, CANYON COUNTRY, CA"
25943,ANGEL VIEW INC,67625 E PALM CANYON DR STE 7A,CATHEDRAL CITY,CA,92234.0,623312.0,Non-Profit Organization,0.0,b,"67625 E PALM CANYON DR STE 7A, CATHEDRAL CITY, CA"
25944,ANITA&#39;S MEXICAN FOODS CORP.,3454 N Mike Daley Dr,SAN BERNARDINO,CA,92407.0,311919.0,Corporation,314.0,b,"3454 N Mike Daley Dr, SAN BERNARDINO, CA"
25945,ANLIN INDUSTRIES,1665 TOLLHOUSE RD,CLOVIS,CA,93611.0,326199.0,Corporation,381.0,b,"1665 TOLLHOUSE RD, CLOVIS, CA"
25946,"ANSWERLAB, LLC",575 MARKET ST,SAN FRANCISCO,CA,94105.0,611710.0,Limited  Liability Company(LLC),121.0,b,"575 MARKET ST, SAN FRANCISCO, CA"
25947,ANVIL BUILDERS INC,1475 Donner Ave,SAN FRANCISCO,CA,94124.0,236220.0,Subchapter S Corporation,118.0,b,"1475 Donner Ave, SAN FRANCISCO, CA"
25948,APERCEN PARTNERS LLC,314 Lytton Ave Ste 200,PALO ALTO,CA,94301.0,541211.0,Limited  Liability Company(LLC),153.0,b,"314 Lytton Ave Ste 200, PALO ALTO, CA"
25949,APERTO PROPERTY MANAGEMENT INC,2 Venture Ste 515,IRVINE,CA,92618.0,531312.0,Subchapter S Corporation,292.0,b,"2 Venture Ste 515, IRVINE, CA"
25950,APEX BULK COMMODITIES LLC,12531 VIOLET RD,ADELANTO,CA,92301.0,484121.0,Limited  Liability Company(LLC),238.0,b,"12531 VIOLET RD, ADELANTO, CA"
25951,APLA HEALTH & WELLNESS,611 S. KINGSLEY DR,LOS ANGELES,CA,90005.0,624190.0,Non-Profit Organization,217.0,b,"611 S. KINGSLEY DR, LOS ANGELES, CA"
25952,APN SOFTWARE SERVICES INC.,39899 Balentine Drive,NEWARK,CA,94560.0,561320.0,Corporation,204.0,b,"39899 Balentine Drive, NEWARK, CA"
25953,APOLLO COURIERS INC,1039 W. HILLCREST BLVD,INGLEWOOD,CA,90301.0,561499.0,Corporation,285.0,b,"1039 W. HILLCREST BLVD, INGLEWOOD, CA"
25954,"APPETIZE TECHNOLOGIES, INC.",6601 CENTER DR West Suite 700,LOS ANGELES,CA,90045.0,522320.0,Corporation,286.0,b,"6601 CENTER DR West Suite 700, LOS ANGELES, CA"
25955,"APPLE A.B. ENTERPRISES, INC.",400 REDCLIFF DR,REDDING,CA,96002.0,722511.0,Corporation,413.0,b,"400 REDCLIFF DR, REDDING, CA"
25956,"APPLIED BEHAVIOR CONSULTANTS, INC.",4540 Harlin Drive,SACRAMENTO,CA,95826.0,624120.0,Subchapter S Corporation,382.0,b,"4540 Harlin Drive, SACRAMENTO, CA"
25958,AQUEOS CORPORATION,418 CHAPALA ST,SANTA BARBARA,CA,93101.0,213112.0,Subchapter S Corporation,155.0,b,"418 CHAPALA ST, SANTA BARBARA, CA"
25959,"ARANDA TOOLING, INC.",13950 Yorba Ave.,CHINO,CA,91710.0,332119.0,Corporation,254.0,b,"13950 Yorba Ave., CHINO, CA"
25961,"ARBM, INC. & Q&W, INC.",3200 LAS POSITAS RD,LIVERMORE,CA,94551.0,441110.0,Corporation,383.0,b,"3200 LAS POSITAS RD, LIVERMORE, CA"
25962,ARBORWELL,2337 American Ave,HAYWARD,CA,94545.0,561730.0,Corporation,185.0,b,"2337 American Ave, HAYWARD, CA"
25963,ARCADIA CHAIR COMPANY,5692 FRESCA DR,LA PALMA,CA,90623.0,337211.0,Subchapter S Corporation,250.0,b,"5692 FRESCA DR, LA PALMA, CA"
25964,ARCH HEALTH PARTNERS,15611 Pomerado Road,POWAY,CA,92064.0,621112.0,Corporation,308.0,b,"15611 Pomerado Road, POWAY, CA"
25965,ARCOS DE ORO INC,26605 Kelvin Court A,MURRIETA,CA,92562.0,722513.0,Corporation,487.0,b,"26605 Kelvin Court A, MURRIETA, CA"
25966,ARCS RESTAURANT MANAGEMENT INC,11162 BOWLES AVE,GARDEN GROVE,CA,92841.0,722513.0,Corporation,456.0,b,"11162 BOWLES AVE, GARDEN GROVE, CA"
25967,"ARGONAUT CONSTRUCTORS, INC.",360 SUTTON PL,SANTA ROSA,CA,95407.0,237310.0,Corporation,176.0,b,"360 SUTTON PL, SANTA ROSA, CA"
25968,"ARGOSY INVESTMENT PARTNERS V, LP",595 Tamarack Ave,BREA,CA,92821.0,541614.0,Limited  Liability Company(LLC),134.0,b,"595 Tamarack Ave, BREA, CA"
25969,ARGUS MANAGEMENT COMPANY LLC,5150 E Pacific Coast Hwy Ste 500,LONG BEACH,CA,90804.0,561210.0,Limited  Liability Company(LLC),447.0,b,"5150 E Pacific Coast Hwy Ste 500, LONG BEACH, CA"
25970,ARM MANAGEMENT INC.,881 ALMA REAL DR #210,PACIFIC PALISADES,CA,90272.0,722513.0,Corporation,483.0,b,"881 ALMA REAL DR #210, PACIFIC PALISADES, CA"
25971,"ARMAND HAMMER ART MUSEUM AND CULTURAL CENTER, INC.",10899 WILSHIRE BLVD,LOS ANGELES,CA,90024.0,712110.0,Non-Profit Organization,173.0,b,"10899 WILSHIRE BLVD, LOS ANGELES, CA"
25972,ARMANDO LENCIONI PACHECO,588 E Lerdo Hwy,SHARFTER,CA,93263.0,115115.0,Sole Proprietorship,317.0,b,"588 E Lerdo Hwy, SHARFTER, CA"
25973,"ARRAYCON, LLC",1143 BLUMENFELD DR #200,SACRAMENTO,CA,95815.0,237130.0,Limited  Liability Company(LLC),250.0,b,"1143 BLUMENFELD DR #200, SACRAMENTO, CA"
25974,"ARROW DRILLERS, INC.",1850 DIESEL DR,SACRAMENTO,CA,95838.0,237310.0,Corporation,0.0,b,"1850 DIESEL DR, SACRAMENTO, CA"
25975,ARROYO VISTA FAMILY HEALTH FOUNDATION,6000 N Figueroa St,LOS ANGELES,CA,90042.0,621498.0,Non-Profit Organization,204.0,b,"6000 N Figueroa St, LOS ANGELES, CA"
25976,"ARS NATIONAL SERVICES, INC.",270 W 2nd Avenue,ESCONDIDO,CA,92025.0,561440.0,Corporation,250.0,b,"270 W 2nd Avenue, ESCONDIDO, CA"
25977,ART SUPPLY ENTERPRISES INC,1375 Ocean Ave,EMERYVILLE,CA,94608.0,424990.0,Corporation,181.0,b,"1375 Ocean Ave, EMERYVILLE, CA"
25978,"ARTISANAL BREWERS COLLECTIVE, LLC",8990 CLAYBECK AVE,SUN VALLEY,CA,91352.0,722511.0,Limited  Liability Company(LLC),206.0,b,"8990 CLAYBECK AVE, SUN VALLEY, CA"
25979,"ASBESTOS MANAGEMENT GROUP OF CALIFORNIA, INC.",3438 Helen St,OAKLAND,CA,94608.0,562910.0,Corporation,74.0,b,"3438 Helen St, OAKLAND, CA"
25980,"ASC PROCESS SYSTEMS, INC.",28402 LIVINGSTON AVE,VALENCIA,CA,91355.0,332420.0,Corporation,235.0,b,"28402 LIVINGSTON AVE, VALENCIA, CA"
25981,ASHBY LUMBER,824 ASHBY AVE,BERKELEY,CA,94710.0,444130.0,Corporation,158.0,b,"824 ASHBY AVE, BERKELEY, CA"
25982,ASI COMPUTER TECHNOLOGIES INC,48289 Fremont Blvd,FREMONT,CA,94538.0,423430.0,Corporation,270.0,b,"48289 Fremont Blvd, FREMONT, CA"
25983,"ASIA FOUNDATION, THE",465 California St Fl 9,SAN FRANCISCO,CA,94104.0,541720.0,Non-Profit Organization,123.0,b,"465 California St Fl 9, SAN FRANCISCO, CA"
25984,ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA COUNTY INC,2400 MOORPARK AVE #300,SAN JOSE,CA,95128.0,813219.0,Non-Profit Organization,140.0,b,"2400 MOORPARK AVE #300, SAN JOSE, CA"
25985,ASIAN ART MUSEUM FOUNDATION OF SAN FRANCISCO,200 LARKIN ST,SAN FRANCISCO,CA,94102.0,712110.0,Limited  Liability Company(LLC),123.0,b,"200 LARKIN ST, SAN FRANCISCO, CA"
25986,"ASIAN PACIFIC HEALTH CARE VENTURE, INC.",4216 Fountain Ave,LOS ANGELES,CA,90029.0,813212.0,Non-Profit Organization,202.0,b,"4216 Fountain Ave, LOS ANGELES, CA"
25987,ASOMEO ENVIRONMENTAL RESTORATION INDUSTRY LLC,2151 RIVER PLAZA DR STE 105,SACRAMENTO,CA,95833.0,999990.0,Limited  Liability Company(LLC),107.0,b,"2151 RIVER PLAZA DR STE 105, SACRAMENTO, CA"
25988,"ASPIRATION PARTNERS, INC.",4551 GLENCOE AVE Suite 300,MARINA DEL REY,CA,90292.0,522320.0,Corporation,171.0,b,"4551 GLENCOE AVE Suite 300, MARINA DEL REY, CA"
25989,"ASPIRIANT, LLC","11100 Santa Monica Blvd., Suite 600",LOS ANGELES,CA,90025.0,523930.0,Limited  Liability Company(LLC),188.0,b,"11100 Santa Monica Blvd., LOS ANGELES, CA"
25990,"ASSISTED HOME CARE, INC.",72 MOODY CT SUITE 100,THOUSAND OAKS,CA,91360.0,621610.0,Corporation,425.0,b,"72 MOODY CT SUITE 100, THOUSAND OAKS, CA"
25992,"ASSOCIATE MECHANICAL CONTRACTORS, INC.",622 S Vinewood St,ESCONDIDO,CA,92029.0,238220.0,Corporation,142.0,b,"622 S Vinewood St, ESCONDIDO, CA"
25993,ASSOCIATED FEED & SUPPLY CO.,"5213 W. Main St,",TURLOCK,CA,95380.0,311119.0,Corporation,159.0,b,"5213 W. Main St, TURLOCK, CA"
25994,ASSOCIATED FOREIGN EXCHANGE INC,21045 Califa ST,WOODLAND HILLS,CA,91367.0,523130.0,Corporation,159.0,b,"21045 Califa ST, WOODLAND HILLS, CA"
25995,"ASSOCIATED HEALTH PROFESSIONALS, INC.","6095 Bristol Parkway Suite 200,",CULVER CITY,CA,90230.0,561320.0,Subchapter S Corporation,299.0,b,"6095 Bristol Parkway Suite 200, CULVER CITY, CA"
25996,"ASSOCIATED LIGHTING REPRESENTATIVES, INC.",7777 Pardee Lane,OAKLAND,CA,94621.0,423610.0,Corporation,144.0,b,"7777 Pardee Lane, OAKLAND, CA"
25997,ASSOCIATED STUDENTS OF THE UNIVERSITY OF CALIFORNIA AT LOS ANGELES,308 Westwood Plaza,LOS ANGELES,CA,90095.0,611710.0,Non-Profit Organization,500.0,b,"308 Westwood Plaza, LOS ANGELES, CA"
25998,"ASSOCIATED VOLUME BUYERS, INC.",3775 North Freeway Blvd Suite 200,SACRAMENTO,CA,95834.0,813910.0,Cooperative,188.0,b,"3775 North Freeway Blvd Suite 200, SACRAMENTO, CA"
25999,ASTOUND HOLDING CORPORATION,1111 Bayhill Dr #425,SAN BRUNO,CA,94066.0,541511.0,Corporation,121.0,b,"1111 Bayhill Dr #425, SAN BRUNO, CA"
26000,ASTRA SPACE INC,1690 Orion St,ALAMEDA,CA,94501.0,334419.0,Corporation,113.0,b,"1690 Orion St, ALAMEDA, CA"
26001,ASTRO ALUMINUM TREATING CO. INC.,11040 PALMER AVE,SOUTH GATE,CA,90280.0,332811.0,Corporation,166.0,b,"11040 PALMER AVE, SOUTH GATE, CA"
26003,ASTROPHYSICS INC.,21481 Ferrero Parkway,WALNUT,CA,91789.0,335999.0,Corporation,218.0,b,"21481 Ferrero Parkway, WALNUT, CA"
26004,"ATA ENGINEERING, INC.",13290 Evening Creek South,SAN DIEGO,CA,92128.0,541330.0,Subchapter S Corporation,192.0,b,"13290 Evening Creek South, SAN DIEGO, CA"
26005,"ATECH LOGISTICS, INC.",7 COLLEGE AVE,SANTA ROSA,CA,95401.0,484110.0,Corporation,173.0,b,"7 COLLEGE AVE, SANTA ROSA, CA"
26006,"ATHAS CAPITAL GROUP, INC.",27001 Agoura Road,AGOURA HILLS,CA,91301.0,522292.0,Corporation,29.0,b,"27001 Agoura Road, AGOURA HILLS, CA"
26007,ATHENS INSURANCE SERVICE INC,2552 STANWELL DR,CONCORD,CA,94520.0,524210.0,Corporation,265.0,b,"2552 STANWELL DR, CONCORD, CA"
26008,"ATLAS CONSTRUCTION SUPPLY, INC.",4640 Brinnell Street,SAN DIEGO,CA,92111.0,332312.0,Corporation,222.0,b,"4640 Brinnell Street, SAN DIEGO, CA"
26009,"ATLAS GENERAL HOLDINGS, LLC",4365 Executive Drive #400,SAN DIEGO,CA,92121.0,524210.0,Limited  Liability Company(LLC),160.0,b,"4365 Executive Drive #400, SAN DIEGO, CA"
26010,"ATLAS LIFT TECH, INC.",210 Porter Drive STE 300,SAN RAMON,CA,94583.0,541614.0,Corporation,81.0,b,"210 Porter Drive STE 300, SAN RAMON, CA"
26011,"ATLAS MECHANICAL, INC","8260 Camino Santa Fe, Ste B",SAN DIEGO,CA,92121.0,238220.0,Subchapter S Corporation,151.0,b,"8260 Camino Santa Fe, SAN DIEGO, CA"
26012,"ATLAS VINEYARD MANAGEMENT, INC.","841 Latour Ct, Suite A",NAPA,CA,94558.0,111332.0,Subchapter S Corporation,0.0,b,"841 Latour Ct, NAPA, CA"
26013,AUDEAMUS,811 S MADERA AVE,KERMAN,CA,93630.0,238210.0,Corporation,192.0,b,"811 S MADERA AVE, KERMAN, CA"
26014,AUGMEDIX INC.,1161 MISSION ST Unit 210,SAN FRANCISCO,CA,94103.0,621999.0,Corporation,112.0,b,"1161 MISSION ST Unit 210, SAN FRANCISCO, CA"
26015,AURA FINANCIAL CORPORATION (A CERTIFIED CDFI),302 2nd St,SAN FRANCISCO,CA,94107.0,522220.0,Corporation,111.0,b,"302 2nd St, SAN FRANCISCO, CA"
26016,"AURORA WORLD, INC.",8820 MERCURY LN,PICO RIVERA,CA,90660.0,423990.0,Corporation,143.0,b,"8820 MERCURY LN, PICO RIVERA, CA"
26018,AUTOMATIC FIRE SPRINKLERS INC,7272 Mars Dr,HUNTINGTON BEACH,CA,92647.0,238220.0,Corporation,150.0,b,"7272 Mars Dr, HUNTINGTON BEACH, CA"
26019,AV SQUAD LP,7750 SUNSET BLVD,LOS ANGELES,CA,90046.0,541810.0,Partnership,126.0,b,"7750 SUNSET BLVD, LOS ANGELES, CA"
26020,AVALON APPAREL LLC,2520 west 6th Street,LOS ANGELES,CA,90057.0,315280.0,Corporation,197.0,b,"2520 west 6th Street, LOS ANGELES, CA"
26021,"AVALON TRANSPORTATION, LLC",1000 Corporate Point STE 150,CULVER CITY,CA,90230.0,485320.0,Limited  Liability Company(LLC),400.0,b,"1000 Corporate Point STE 150, CULVER CITY, CA"
26022,"AVANATH REALTY, INC.","1920 Main Street, Ste. 150",IRVINE,CA,92614.0,531311.0,Corporation,202.0,b,"1920 Main Street, IRVINE, CA"
26023,"AVANQUEST NORTH AMERICA, LLC",7031 KOLL CENTER PKWY,PLEASANTON,CA,94566.0,511210.0,Limited  Liability Company(LLC),188.0,b,"7031 KOLL CENTER PKWY, PLEASANTON, CA"
26024,AVCORP COMPOSITE FABRICATION INC.,1600 West 135th Street,GARDENA,CA,90249.0,334511.0,Corporation,223.0,b,"1600 West 135th Street, GARDENA, CA"
26025,AVENAL COMMUNITY HEALTH CENTER,405 West D St,LEMOORE,CA,93245.0,621498.0,Corporation,358.0,b,"405 West D St, LEMOORE, CA"
