,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat,full_addr
25657,"SUNRISE RESTAURANTS, LLC",5856 CORPORATE AVE suite 200,CYPRESS,CA,90630.0,722511.0,Limited  Liability Company(LLC),500.0,a,"5856 CORPORATE AVE suite 200, CYPRESS, CA"
25658,"SUPER CARE, INC.",8345 FIRESTONE BLVD SUITE 210,DOWNEY,CA,90241.0,446199.0,Subchapter S Corporation,447.0,a,"8345 FIRESTONE BLVD SUITE 210, DOWNEY, CA"
25659,"SUPERIOR WALL SYSTEMS, INC.",1232 E. ORANGETHORPE AVE,FULLERTON,CA,92831.0,238310.0,Subchapter S Corporation,308.0,a,"1232 E. ORANGETHORPE AVE, FULLERTON, CA"
25660,"SUTTER EAST BAY MEDICAL GROUP, INC.",3687 Mt Diablo Blvd,LAFAYETTE,CA,94549.0,813410.0,Corporation,331.0,a,"3687 Mt Diablo Blvd, LAFAYETTE, CA"
25661,SWEETWOOD FARM INC.,4965 N. Crystal Ave.,FRESNO,CA,93705.0,111998.0,Subchapter S Corporation,271.0,a,"4965 N. Crystal Ave., FRESNO, CA"
25662,"SYNOPTEK, LLC",19520 Jamboree Rd. STE110,IRVINE,CA,92612.0,541990.0,Limited  Liability Company(LLC),327.0,a,"19520 Jamboree Rd. STE110, IRVINE, CA"
25663,"SYSTEMS PAVING, INC.",1570 BROOKHOLLOW DR,SANTA ANA,CA,92705.0,238990.0,Corporation,370.0,a,"1570 BROOKHOLLOW DR, SANTA ANA, CA"
25664,TAFT ELECTRIC COMPANY,1694 EASTMAN AVE,VENTURA,CA,93003.0,238210.0,Employee Stock Ownership Plan(ESOP),470.0,a,"1694 EASTMAN AVE, VENTURA, CA"
25665,"TALKDESK, INC.","535 Mission Street, 12th Floor",SAN FRANCISCO,CA,94105.0,511210.0,Corporation,282.0,a,"535 Mission Street, SAN FRANCISCO, CA"
25666,"TASTY HUT, LLC",6701 Center Dr. West Ste 1450,LOS ANGELES,CA,90045.0,722110.0,Limited  Liability Company(LLC),500.0,a,"6701 Center Dr. West Ste 1450, LOS ANGELES, CA"
25667,"TAYLOR-LISTUG, INC.",1980 GILLESPIE WAY,EL CAJON,CA,92020.0,339992.0,Corporation,454.0,a,"1980 GILLESPIE WAY, EL CAJON, CA"
25668,TECHFLOW INC,9889 Willow Creek Road Suite 100,SAN DIEGO,CA,92131.0,541511.0,Corporation,320.0,a,"9889 Willow Creek Road Suite 100, SAN DIEGO, CA"
25669,"TELENAV, INC.",4655 Great America Parkway Suite 300,SANTA CLARA,CA,95054.0,334511.0,Corporation,50.0,a,"4655 Great America Parkway Suite 300, SANTA CLARA, CA"
25670,TENDERLOIN NEIGHBORHOOD DEVELOPMENT CORPORATION,201 Eddy St,SAN FRANCISCO,CA,94102.0,531110.0,Non-Profit Organization,398.0,a,"201 Eddy St, SAN FRANCISCO, CA"
25671,TESCO ENTERPRISES,8440 Florin Road,SACRAMENTO,CA,95828.0,334519.0,Subchapter S Corporation,404.0,a,"8440 Florin Road, SACRAMENTO, CA"
25672,"THE ARCTICOM GROUP, LLC",1676 N California Blvd Suite 550,WALNUT CREEK,CA,94596.0,238210.0,Limited  Liability Company(LLC),500.0,a,"1676 N California Blvd Suite 550, WALNUT CREEK, CA"
25673,THE BELVEDERE HOTEL PARTNERSHIP,421 N BEVERLY DR STE 350,BEVERLY HILLS,CA,90210.0,721110.0,Partnership,85.0,a,"421 N BEVERLY DR STE 350, BEVERLY HILLS, CA"
25676,THE DUTRA GROUP,2350 Kerner Blvd 200,SAN RAFAEL,CA,94901.0,236210.0,Corporation,253.0,a,"2350 Kerner Blvd 200, SAN RAFAEL, CA"
25677,THE EXPLORATORIUM,17 Pier Suite 100,SAN FRANCISCO,CA,94111.0,712110.0,Non-Profit Organization,477.0,a,"17 Pier Suite 100, SAN FRANCISCO, CA"
25678,"THE GERSH AGENCY, INC.",9465 WILSHIRE BLVD,BEVERLY HILLS,CA,90212.0,711410.0,Subchapter S Corporation,250.0,a,"9465 WILSHIRE BLVD, BEVERLY HILLS, CA"
25679,"THE INSIDE SOURCE, INC.",985 Industrial Road,SAN CARLOS,CA,94070.0,423210.0,Corporation,308.0,a,"985 Industrial Road, SAN CARLOS, CA"
25680,"THE KLEINFELDER GROUP, INC.",550 West C Street,SAN DIEGO,CA,92101.0,541330.0,Corporation,500.0,a,"550 West C Street, SAN DIEGO, CA"
25681,"THE MANAGEMENT ASSOCIATION, INC.",15661 RED HILL AVE STE 201,TUSTIN,CA,92780.0,531311.0,Corporation,500.0,a,"15661 RED HILL AVE STE 201, TUSTIN, CA"
25682,THE PEOPLE CONCERN,2116 Arlington Ave Ste 100,LOS ANGELES,CA,90018.0,813319.0,Non-Profit Organization,498.0,a,"2116 Arlington Ave Ste 100, LOS ANGELES, CA"
25683,THE ROMAN CATHOLIC BISHOP OF SAN BERNARDINO,1201 HIGHLAND AVE,SAN BERNARDINO,CA,92404.0,813110.0,Non-Profit Organization,498.0,a,"1201 HIGHLAND AVE, SAN BERNARDINO, CA"
25684,THE TRUST FOR PUBLIC LAND,101 Montgomery St,SAN FRANCISCO,CA,94104.0,813312.0,Non-Profit Organization,297.0,a,"101 Montgomery St, SAN FRANCISCO, CA"
25685,THOMAS GALLAWAY CORPORATION,100 Spectrum Center #700,IRVINE,CA,92618.0,423430.0,Subchapter S Corporation,282.0,a,"100 Spectrum Center #700, IRVINE, CA"
25687,"TIMBERWORKS CONSTRUCTION, INC.",3720 MADISON AVE #190,NORTH HIGHLANDS,CA,95660.0,238130.0,Corporation,500.0,a,"3720 MADISON AVE #190, NORTH HIGHLANDS, CA"
25688,"TITAN AG. SERVICES, INC.",174 S. Burnett Rd,TIPTON,CA,93272.0,115115.0,Corporation,448.0,a,"174 S. Burnett Rd, TIPTON, CA"
25689,"TK SERVICES, INC.",23935 Madison Ct.,TORRANCE,CA,90505.0,423740.0,Corporation,414.0,a,"23935 Madison Ct., TORRANCE, CA"
25691,"TOTAL EDUCATION SOLUTIONS, INC.",625 FAIR OAKS AVE STE 300,S PASADENA,CA,91030.0,611710.0,Sole Proprietorship,500.0,a,"625 FAIR OAKS AVE STE 300, S PASADENA, CA"
25692,TOWNSHIP BUILDING SERVICES INC.,26 pamaron Way Ste A,NOVATO,CA,94949.0,561720.0,Corporation,500.0,a,"26 pamaron Way Ste A, NOVATO, CA"
25693,"TRADEMARK CONSTRUCTION CO., INC.",15916 Bernardo Center Drive,SAN DIEGO,CA,92127.0,236116.0,Subchapter S Corporation,448.0,a,"15916 Bernardo Center Drive, SAN DIEGO, CA"
25694,TRADESHIFT INC,"221 Main Street, Ste 250",SAN FRANCISCO,CA,94105.0,334614.0,Corporation,201.0,a,"221 Main Street, SAN FRANCISCO, CA"
25695,TRANSHUMANCE HOLDING COMPANY INC.,2530 River Plaza Dr #200,SACRAMENTO,CA,95833.0,311611.0,Corporation,500.0,a,"2530 River Plaza Dr #200, SACRAMENTO, CA"
25696,TRANSPORTATION BROKERAGE & SPECIALISTS INC,3151 Airway Suite F208,COSTA MESA,CA,92626.0,484110.0,Subchapter S Corporation,440.0,a,"3151 Airway Suite F208, COSTA MESA, CA"
25697,"TRENCORE PLASTERING, INC.","4501 E la Palma Ave, suite 200",ANAHEIM,CA,92807.0,238310.0,Corporation,500.0,a,"4501 E la Palma Ave, ANAHEIM, CA"
25698,TRI-CITY HEALTH CENTER,40910 FREMONT BLVD,FREMONT,CA,94538.0,621111.0,Non-Profit Organization,486.0,a,"40910 FREMONT BLVD, FREMONT, CA"
25699,"TRICAL, INC.",8100 Arroyo Circle,GILROY,CA,95020.0,325320.0,Corporation,285.0,a,"8100 Arroyo Circle, GILROY, CA"
25700,TRISTAR RISK MANAGEMENT,"100 OCEANGATE, Suite 700",LONG BEACH,CA,90802.0,524292.0,Corporation,467.0,a,"100 OCEANGATE, LONG BEACH, CA"
25701,TRISTAR SERVICE COMPANY,"100 Oceangate, Suite 700",LONG BEACH,CA,90802.0,524292.0,Corporation,467.0,a,"100 Oceangate, LONG BEACH, CA"
25702,"TRUE LEAF HOLDINGS, LLC",19065 Portola Drive,SALINAS,CA,93908.0,541990.0,Partnership,500.0,a,"19065 Portola Drive, SALINAS, CA"
25703,"TRUEBECK CONSTRUCTION, INC.",951 MARINERS ISLAND BLVD STE 700,SAN MATEO,CA,94404.0,236210.0,Corporation,400.0,a,"951 MARINERS ISLAND BLVD STE 700, SAN MATEO, CA"
25704,TSI SEMICONDUCTORS,7501 FOOTHILLS BLVD DEPT 5490,ROSEVILLE,CA,95747.0,334413.0,Limited  Liability Company(LLC),232.0,a,"7501 FOOTHILLS BLVD DEPT 5490, ROSEVILLE, CA"
25707,"TYP  RESTAURANT  GROUP, INC.",1201 W 5TH ST,LOS ANGELES,CA,90017.0,722513.0,Corporation,500.0,a,"1201 W 5TH ST, LOS ANGELES, CA"
25709,UNICAL AVIATION INC.,680 S Lemon Ave,WALNUT,CA,91789.0,423860.0,Corporation,500.0,a,"680 S Lemon Ave, WALNUT, CA"
25710,UNITED MECHANICAL INC.,2185 OAKLAND RD,SAN JOSE,CA,95131.0,238220.0,Subchapter S Corporation,374.0,a,"2185 OAKLAND RD, SAN JOSE, CA"
25711,"UNIVERSAL WASTE SYSTEMS, INC.",9010 norwalk,SANTA FE SPRINGS,CA,90670.0,562119.0,Corporation,295.0,a,"9010 norwalk, SANTA FE SPRINGS, CA"
25712,"UPSTART NETWORK, INC.",2950 S DELAWARE ST STE 300,SAN MATEO,CA,94403.0,522291.0,Corporation,0.0,a,"2950 S DELAWARE ST STE 300, SAN MATEO, CA"
25713,URATA & SONS CONCRETE LLC,3420 LUYUNG DR,RANCHO CORDOVA,CA,95742.0,238120.0,Limited  Liability Company(LLC),251.0,a,"3420 LUYUNG DR, RANCHO CORDOVA, CA"
25714,"URBAN PLATES, LLC",2053 SAN ELIJO AVE,CARDIFF BY THE SEA,CA,92007.0,722513.0,Limited  Liability Company(LLC),204.0,a,"2053 SAN ELIJO AVE, CARDIFF BY THE SEA, CA"
25715,"US AIR CONDITIONING DISTRIBUTORS, LLC",16900 Chestnut Street,CITY OF INDUSTRY,CA,91748.0,423730.0,Limited  Liability Company(LLC),0.0,a,"16900 Chestnut Street, CITY OF INDUSTRY, CA"
25716,VALDEZ PAINTING INC,2400 ALHAMBRA BOULEVARD,SACRAMENTO,CA,95817.0,238320.0,Subchapter S Corporation,478.0,a,"2400 ALHAMBRA BOULEVARD, SACRAMENTO, CA"
25718,"VANIR CONSTRUCTION MANAGEMENT, INC.",4540 DUCKHORN DR STE 300,SACRAMENTO,CA,95834.0,561110.0,Corporation,384.0,a,"4540 DUCKHORN DR STE 300, SACRAMENTO, CA"
25719,"VECTOR RESOURCES, INC.",20917 HIGGINS CT,TORRANCE,CA,90501.0,238210.0,Corporation,302.0,a,"20917 HIGGINS CT, TORRANCE, CA"
25720,"VEEV GROUP, INC",777 Mariners Island Boulevard Suite 150,SAN MATEO,CA,94404.0,236117.0,Corporation,184.0,a,"777 Mariners Island Boulevard Suite 150, SAN MATEO, CA"
25721,"VELODYNE LIDAR, INC.",5521 HELLYER AVE,SAN JOSE,CA,95138.0,334511.0,Corporation,450.0,a,"5521 HELLYER AVE, SAN JOSE, CA"
25722,"VENBROOK GROUP, LLC","6320 Canoga Avenue, 12th Floor 0.0",WOODLAND HILLS,CA,91367.0,524210.0,Limited  Liability Company(LLC),320.0,a,"6320 Canoga Avenue, WOODLAND HILLS, CA"
25723,VENICE FAMILY CLINC,604 Rose Avenue,VENICE,CA,90291.0,621111.0,Non-Profit Organization,340.0,a,"604 Rose Avenue, VENICE, CA"
25724,"VENTURA COASTAL, LLC",2325 VISTA DEL MAR DR,VENTURA,CA,93001.0,311411.0,Corporation,352.0,a,"2325 VISTA DEL MAR DR, VENTURA, CA"
25725,VEP HEALTHCARE INC,1001 GALAXY WAY Suite 400,CONCORD,CA,94520.0,621493.0,Corporation,317.0,a,"1001 GALAXY WAY Suite 400, CONCORD, CA"
25726,VIANT TECHNOLOGY LLC,2722 MICHELSON DR Ste 100,IRVINE,CA,92612.0,541830.0,Limited  Liability Company(LLC),250.0,a,"2722 MICHELSON DR Ste 100, IRVINE, CA"
25728,"VINTAGE WINE ESTATES, INC.",205 Concourse Blvd,SANTA ROSA,CA,95403.0,312130.0,Corporation,488.0,a,"205 Concourse Blvd, SANTA ROSA, CA"
25729,VISTA CENTER FOR THE BLIND AND VISUALLY IMPAIRED,2500 El Camino Real Suite 100,SANTA CLARA,CA,95051.0,624190.0,Non-Profit Organization,36.0,a,"2500 El Camino Real Suite 100, SANTA CLARA, CA"
25730,VISTA DEL MAR CHILD & FAMILY SERVICES,32000 MOTOR AVE,LOS ANGELES,CA,90034.0,624110.0,Non-Profit Organization,200.0,a,"32000 MOTOR AVE, LOS ANGELES, CA"
25731,VSOLVIT  LLC,4171 Market St Suite 2,VENTURA,CA,93003.0,541330.0,Limited  Liability Company(LLC),0.0,a,"4171 Market St Suite 2, VENTURA, CA"
25732,"W. BRADLEY ELECTRIC, INC.",90 HILL RD,NOVATO,CA,94945.0,238210.0,Corporation,274.0,a,"90 HILL RD, NOVATO, CA"
25733,"W.A. RASIC CONSTRUCTION COMPANY, INC.",4150 Long Beach Blvd.,LONG BEACH,CA,90807.0,237110.0,Corporation,402.0,a,"4150 Long Beach Blvd., LONG BEACH, CA"
25734,W.K.S. FROSTY CORPORATION,5856 CORPORATE AVE suite 200,CYPRESS,CA,90630.0,722513.0,Subchapter S Corporation,500.0,a,"5856 CORPORATE AVE suite 200, CYPRESS, CA"
25735,W.K.S. RESTAURANT CORPORATION,5856 CORPORATE AVE suite 200,CYPRESS,CA,90630.0,722513.0,Subchapter S Corporation,500.0,a,"5856 CORPORATE AVE suite 200, CYPRESS, CA"
25736,WARE MALCOMB,10 EDELMAN,IRVINE,CA,92618.0,541310.0,Corporation,479.0,a,"10 EDELMAN, IRVINE, CA"
25737,"WARMEL MANAGEMENT, INC.",636 ECKHOFF ST,ORANGE,CA,92868.0,722513.0,Subchapter S Corporation,500.0,a,"636 ECKHOFF ST, ORANGE, CA"
25738,"WASHINGTON ORNAMENTAL IRON WORKS, INC.",17926 S. BROADWAY,GARDENA,CA,90248.0,238990.0,Corporation,223.0,a,"17926 S. BROADWAY, GARDENA, CA"
25739,WATTS HEALTHCARE CORPORATION,10300 COMPTON AVE,LOS ANGELES,CA,90002.0,621111.0,Non-Profit Organization,349.0,a,"10300 COMPTON AVE, LOS ANGELES, CA"
25740,"WEBER METALS, INC.",16706 GARFIELD AVE,PARAMOUNT,CA,90723.0,332112.0,Corporation,412.0,a,"16706 GARFIELD AVE, PARAMOUNT, CA"
25741,WELLSPACE HEALTH,777 12th St Suite 250,SACRAMENTO,CA,95814.0,621111.0,Non-Profit Organization,500.0,a,"777 12th St Suite 250, SACRAMENTO, CA"
25742,WENTE BROS.,5565 TESLA RD,LIVERMORE,CA,94550.0,312130.0,Subchapter S Corporation,500.0,a,"5565 TESLA RD, LIVERMORE, CA"
25743,"WEST CENTRAL PRODUCE, INC.",12840 Leyva St.,NORWALK,CA,90650.0,424480.0,Subchapter S Corporation,489.0,a,"12840 Leyva St., NORWALK, CA"
25744,WEST COAST BERRY FARMS LLC,4324 E. Vineyard Ave.,OXNARD,CA,93036.0,111333.0,Limited  Liability Company(LLC),500.0,a,"4324 E. Vineyard Ave., OXNARD, CA"
25745,WEST COAST DENTAL SERVICES INC,12121 Wilshire Blvd,LOS ANGELES,CA,90025.0,621210.0,Corporation,0.0,a,"12121 Wilshire Blvd, LOS ANGELES, CA"
25746,"WEST COAST REDEVELOPMENT, INC.",23622 CALABASAS RD,CALABASAS,CA,91302.0,236117.0,Subchapter S Corporation,356.0,a,"23622 CALABASAS RD, CALABASAS, CA"
25747,WEST VALLEY CONSTRUCTION CO. INC.,580 McGlincy Lane,CAMPBELL,CA,95008.0,236210.0,Employee Stock Ownership Plan(ESOP),0.0,a,"580 McGlincy Lane, CAMPBELL, CA"
25748,"WESTERN ALLIED MECHANICAL, INC.",1180 OBRIEN DR,MENLO PARK,CA,94025.0,238220.0,Corporation,238.0,a,"1180 OBRIEN DR, MENLO PARK, CA"
25749,WESTERN EDUCATIONAL CORPORATION,177 Holston Dr.,LANCASTER,CA,93535.0,611699.0,Non-Profit Organization,390.0,a,"177 Holston Dr., LANCASTER, CA"
25750,WESTERN MILLING,31120 West Street,GOSHEN,CA,93227.0,523920.0,Limited  Liability Company(LLC),346.0,a,"31120 West Street, GOSHEN, CA"
25751,WET,10847 SHERMAN WAY,SUN VALLEY,CA,91352.0,339999.0,Corporation,250.0,a,"10847 SHERMAN WAY, SUN VALLEY, CA"
25752,"WIKIMEDIA FOUNDATION, INC.",1 Montgomery Street Suite 1600,SAN FRANCISCO,CA,94104.0,813410.0,Non-Profit Organization,264.0,a,"1 Montgomery Street Suite 1600, SAN FRANCISCO, CA"
25753,WILLIAMS TANK LINES,1477 TILLIE LEWIS DR,STOCKTON,CA,95206.0,484220.0,Corporation,410.0,a,"1477 TILLIE LEWIS DR, STOCKTON, CA"
25754,"WINDSOR CAPITAL GROUP, INC.",3250 OCEAN PARK BLVD STE 350,SANTA MONICA,CA,90405.0,721110.0,Corporation,500.0,a,"3250 OCEAN PARK BLVD STE 350, SANTA MONICA, CA"
25755,WINPIN 85 INVESTMENTS LLC,1415 Moonstone 0.0,BREA,CA,92821.0,722515.0,Limited  Liability Company(LLC),388.0,a,"1415 Moonstone 0.0, BREA, CA"
25756,"WOOD & BROWN INSURANCE ADMINISTRATORS, INC.",721 South Parker Street Suite 300,ORANGE,CA,92868.0,524114.0,Subchapter S Corporation,291.0,a,"721 South Parker Street Suite 300, ORANGE, CA"
25759,WOODLAND CLINIC MEDICAL GROUP A MEDICAL CORPORATION,632 w gibson rd,WOODLAND,CA,95695.0,621399.0,Corporation,170.0,a,"632 w gibson rd, WOODLAND, CA"
25760,WOODMONT REAL ESTATE SERVICES LP,1050 RALSTON AVE,BELMONT,CA,94002.0,531210.0,Partnership,334.0,a,"1050 RALSTON AVE, BELMONT, CA"
25761,"WORKFORCE SOLUTIONS GROUP, INC.",26090 Towne Center Drive,FOOTHILL RANCH,CA,92610.0,561320.0,Subchapter S Corporation,500.0,a,"26090 Towne Center Drive, FOOTHILL RANCH, CA"
25762,WORLD OIL CORP,9302 GARFIELD AVE,SOUTH GATE,CA,90280.0,324191.0,Subchapter S Corporation,440.0,a,"9302 GARFIELD AVE, SOUTH GATE, CA"
25763,"WORLDSTAGE OPERATIONS, INC.",1111 BELL AVE,TUSTIN,CA,92780.0,541990.0,Corporation,250.0,a,"1111 BELL AVE, TUSTIN, CA"
25764,"WPROMOTE, LLC",2100 E Grand Ave,EL SEGUNDO,CA,90245.0,541890.0,Limited  Liability Company(LLC),449.0,a,"2100 E Grand Ave, EL SEGUNDO, CA"
25765,XLD CENTURY LLC,2700 E Foothill Blvd#305,PASADENA,CA,91107.0,721110.0,Limited  Liability Company(LLC),455.0,a,"2700 E Foothill Blvd#305, PASADENA, CA"
25766,"YAPSTONE HOLDINGS, INC.","2121 N. California Blvd., Suite 400",WALNUT CREEK,CA,94596.0,522320.0,Corporation,0.0,a,"2121 N. California Blvd., WALNUT CREEK, CA"
25767,YGRENE ENERGY FUND INC,2100 MCDOWELL BOULEVARD EXT,PETALUMA,CA,94954.0,522298.0,Corporation,229.0,a,"2100 MCDOWELL BOULEVARD EXT, PETALUMA, CA"
25768,"YOSHINOYA AMERICA, INC",991 knox Street,TORRANCE,CA,90502.0,722513.0,Corporation,500.0,a,"991 knox Street, TORRANCE, CA"
25769,ZAZZLE INC,1800 SEAPORT BLVD,REDWOOD CITY,CA,94063.0,454110.0,Corporation,307.0,a,"1800 SEAPORT BLVD, REDWOOD CITY, CA"
25770,"ZMC HOTELS, LLC",1855 OLYMPIC BLVD STE 300,WALNUT CREEK,CA,94596.0,721110.0,Limited  Liability Company(LLC),500.0,a,"1855 OLYMPIC BLVD STE 300, WALNUT CREEK, CA"
25771,"[24]7.AI, INC.",2001 Logic Drive Suite 200 0,SAN JOSE,CA,95124.0,541490.0,Corporation,441.0,a,"2001 Logic Drive Suite 200 0, SAN JOSE, CA"
112814,1888 INDUSTRIAL SERVICES LLC,800 8th Ave Ste 301,GREELEY,CO,80631.0,213112.0,Limited  Liability Company(LLC),250.0,a,"800 8th Ave Ste 301, GREELEY, CO"
112815,4 RIVERS EQUIPMENT LLC,924 11TH ST,GREELEY,CO,80631.0,453998.0,Limited  Liability Company(LLC),444.0,a,"924 11TH ST, GREELEY, CO"
112816,"ADVISORS ASSET MANAGEMENT, INC",18925 Base Camp Road,MONUMENT,CO,80132.0,523110.0,Corporation,268.0,a,"18925 Base Camp Road, MONUMENT, CO"
112817,ALCOHOL MONITORING SYSTEMS INC.,"1241 E Minneral Ave., Suite 200",LITTLETON,CO,80120.0,423450.0,Corporation,270.0,a,"1241 E Minneral Ave., LITTLETON, CO"
112818,"ALL COPY PRODUCTS, INC.",1635 W 13TH AVE,DENVER,CO,80204.0,532420.0,Corporation,408.0,a,"1635 W 13TH AVE, DENVER, CO"
112819,"ALLOSOURCE, INC.",6278 S. Troy Cir,ENGLEWOOD,CO,80111.0,621991.0,Non-Profit Organization,457.0,a,"6278 S. Troy Cir, ENGLEWOOD, CO"
112820,"ALVARADO CONCEPTS, LLC",924 W. COLFAX AVE,DENVER,CO,80204.0,722513.0,Limited  Liability Company(LLC),500.0,a,"924 W. COLFAX AVE, DENVER, CO"
112821,AMAZING CARE HOME HEALTH SERVI,2821 S. PARKER RD Suite 615,AURORA,CO,80014.0,621610.0,Corporation,479.0,a,"2821 S. PARKER RD Suite 615, AURORA, CO"
112823,APOGEE ENGINEERING LLC,8610 EXPLORER DR,COLORADO SPRINGS,CO,80920.0,541330.0,Corporation,330.0,a,"8610 EXPLORER DR, COLORADO SPRINGS, CO"
112824,APPLIANCE FACTORY OUTLET,321 W 84th Ave.,DENVER,CO,80260.0,532210.0,Subchapter S Corporation,495.0,a,"321 W 84th Ave., DENVER, CO"
112825,"ARAPAHOE MENTAL HEALTH CENTER, INC.",116 Inverness Drive East Suite 105,ENGLEWOOD,CO,80112.0,621112.0,Non-Profit Organization,459.0,a,"116 Inverness Drive East Suite 105, ENGLEWOOD, CO"
112826,"ARAPAHOE MOTORS, INC.",1190 Plum Valley Lane 0.0,HIGHLANDS RANCH,CO,80129.0,441110.0,Corporation,150.0,a,"1190 Plum Valley Lane 0.0, HIGHLANDS RANCH, CO"
112827,ASPEN VALLEY HOSPITAL DISTRICT,0401 CASTLE CREEK ROAD,ASPEN,CO,81611.0,622110.0,Non-Profit Organization,500.0,a,"0401 CASTLE CREEK ROAD, ASPEN, CO"
112828,ASPENPOINTE INC.,"675 SOUTHPOINTE CT, STE 210",COLORADO SPRINGS,CO,80906.0,621420.0,Non-Profit Organization,467.0,a,"675 SOUTHPOINTE CT, COLORADO SPRINGS, CO"
112829,BAD DADDY'S INTERNATIONAL LLC,141 UNION BLVD,LAKEWOOD,CO,80228.0,722511.0,Limited  Liability Company(LLC),500.0,a,"141 UNION BLVD, LAKEWOOD, CO"
112830,"BIGHORN CONSTRUCTION & RECLAMATION, LLC",555 17th Street,DENVER,CO,80202.0,237120.0,Limited  Liability Company(LLC),360.0,a,"555 17th Street, DENVER, CO"
112831,BOSTON MARKET CORP,14103 Denver West Parkway,GOLDEN,CO,80401.0,722513.0,Corporation,500.0,a,"14103 Denver West Parkway, GOLDEN, CO"
112833,"BRIGADE ENERGY SERVICES, LLC",700 17TH ST 1550,DENVER,CO,80202.0,213112.0,Corporation,350.0,a,"700 17TH ST 1550, DENVER, CO"
112834,"CAREPOINT, P.C.",5600 S. Quebec St.,ENGLEWOOD,CO,80111.0,621111.0,Corporation,383.0,a,"5600 S. Quebec St., ENGLEWOOD, CO"
112835,COBB MECHANICAL CONTRACTORS,2906 W Morrison St,COLORADO SPRINGS,CO,80934.0,238220.0,Subchapter S Corporation,0.0,a,"2906 W Morrison St, COLORADO SPRINGS, CO"
112836,COLORADO MUSEUM OF NATURAL HISTORY,2001 N Colorado Blvd,DENVER,CO,80205.0,712110.0,Non-Profit Organization,494.0,a,"2001 N Colorado Blvd, DENVER, CO"
112837,DAVIS GRAHAM & STUBBS LLP,"1550 17th Street, Ste 500",DENVER,CO,80202.0,922130.0,Partnership,227.0,a,"1550 17th Street, DENVER, CO"
112838,"DUTCH'S HOME IMPROVEMENT, INC.","5755 INDUSTRIAL PL, STE F",COLORADO SPRINGS,CO,80916.0,238170.0,Corporation,6.0,a,"5755 INDUSTRIAL PL, COLORADO SPRINGS, CO"
112839,"E2 OPTICS, LLC",76 Inverness Dr E,ENGLEWOOD,CO,80112.0,517911.0,Limited  Liability Company(LLC),500.0,a,"76 Inverness Dr E, ENGLEWOOD, CO"
112840,"ENERGY INSPECTION SERVICES, LLC",479 Wolverine Dr,BAYFIELD,CO,81122.0,541990.0,Limited  Liability Company(LLC),174.0,a,"479 Wolverine Dr, BAYFIELD, CO"
112841,ESCO CONSTRUCTION CO.,3540 Evergreen Pkwy,EVERGREEN,CO,80439.0,237110.0,Corporation,0.0,a,"3540 Evergreen Pkwy, EVERGREEN, CO"
112842,FCI CONSTRUCTORS,3070 I-70 BUSINESS LOOP,GRAND JUNCTION,CO,81504.0,236220.0,Corporation,394.0,a,"3070 I-70 BUSINESS LOOP, GRAND JUNCTION, CO"
112843,"FIORE & SONS, INC",80 East 62nd Ave; #101,DENVER,CO,80216.0,238910.0,Subchapter S Corporation,0.0,a,"80 East 62nd Ave; #101, DENVER, CO"
112844,"FIRST MERIDIAN SERVICES, INC.",8231 East Prentice Avenue,ENGLEWOOD,CO,80111.0,722310.0,Subchapter S Corporation,500.0,a,"8231 East Prentice Avenue, ENGLEWOOD, CO"
112845,"GCSES II HOLDINGS, LP",1470 WALNUT ST,BOULDER,CO,80302.0,237120.0,Partnership,457.0,a,"1470 WALNUT ST, BOULDER, CO"
112846,"GERALD H. PHIPPS, INC.",5995 Greenwood Plaza Blvd,ENGLEWOOD,CO,80111.0,236210.0,Subchapter S Corporation,438.0,a,"5995 Greenwood Plaza Blvd, ENGLEWOOD, CO"
112847,"GOLFTEC ENTERPRISES, LLC",67 Inverness Drive East Suite 175,ENGLEWOOD,CO,80112.0,611620.0,Limited  Liability Company(LLC),467.0,a,"67 Inverness Drive East Suite 175, ENGLEWOOD, CO"
112848,GORES VITAC HOLDINGS,6260 Lookout Road,BOULDER,CO,80301.0,561492.0,Corporation,500.0,a,"6260 Lookout Road, BOULDER, CO"
112849,"GRAEBEL COMPANIES, INC.",16346 Airport Circle,AURORA,CO,80011.0,484210.0,Corporation,422.0,a,"16346 Airport Circle, AURORA, CO"
112850,"GROUP VOYAGERS, INC.",5301 S. Federal Circle,LITTLETON,CO,80123.0,561520.0,Corporation,380.0,a,"5301 S. Federal Circle, LITTLETON, CO"
112851,HASELDEN CONSTRUCTION,6950 S POTOMAC ST Ste 100,CENTENNIAL,CO,80112.0,236220.0,Limited  Liability Company(LLC),392.0,a,"6950 S POTOMAC ST Ste 100, CENTENNIAL, CO"
112852,"INSPIRATO, LLC",1544 WAZEE ST,DENVER,CO,80202.0,721199.0,Limited  Liability Company(LLC),481.0,a,"1544 WAZEE ST, DENVER, CO"
112853,"INTELLISOURCE, LLC","1899 Wynkoop St, Ste 200",DENVER,CO,80202.0,561320.0,Limited  Liability Company(LLC),500.0,a,"1899 Wynkoop St, DENVER, CO"
112854,"INTREPID POTASH, INC.",1001 17th Street #1050,DENVER,CO,80202.0,212391.0,Corporation,444.0,a,"1001 17th Street #1050, DENVER, CO"
